#n basic model1 model2 blocked cacheoblivious
   20    2.700e-07    1.541e-07    6.933e-07    4.400e-07    3.000e-07    
  100    1.005e-05    3.852e-06    1.733e-05    1.001e-05    9.500e-06    
  500    5.500e-04    9.629e-05    4.333e-04    4.920e-04    5.072e-04    
  800    4.411e-03    2.465e-04    1.109e-03    8.713e-04    6.884e-04    
 1000    7.426e-03    3.852e-04    1.733e-03    1.933e-03    1.719e-03    
 1500    1.930e-02    8.667e-04    3.900e-03    2.399e-02    2.500e-02    
 2000    3.672e-02    1.541e-03    6.933e-03    1.284e-02    1.254e-02    
 4000    1.884e-01    6.163e-03    2.773e-02    5.408e-02    5.283e-02    
