1024	16384	32	2.38e-02	4.17e-01	4.19e-01	5.14e+09
1024	16384	32	7.14e-02	1.65e+02	1.65e+02	1.30e+07
1024	16384	16	2.74e-02	5.19e-01	5.20e-01	4.13e+09
1024	16384	16	9.80e-02	2.63e+02	2.63e+02	8.15e+06
1024	16384	0	8.10e-02	6.24e+00	6.24e+00	3.44e+08
1024	16384	0	8.51e-02	7.31e+02	7.31e+02	2.94e+06

